loan_id,customer_id,product_code,branch_id,origination_date,current_balance,interest_rate,status,days_past_due,last_payment_date,next_payment_date,monthly_payment
LN-0001084,CUST-002559,STUDENT,BR-011,2021-10-16,26070.57,6.0362,Active,0,2025-08-04,2025-09-20,427.59
LN-0001085,CUST-003126,AUTO,BR-004,2020-05-23,5305.83,8.0283,Active,0,2025-07-23,2025-09-16,683.35
LN-0001086,CUST-004217,MTG-FIX,BR-012,2025-01-11,567293.67,5.6105,Active,0,2025-07-16,2025-09-15,3559.92
LN-0001087,CUST-003083,AUTO,BR-009,2025-06-02,27083.28,5.9756,Active,0,2025-07-11,2025-09-20,464.77
LN-0001088,CUST-002984,PL-UNSEC,BR-015,2024-07-30,10541.81,10.6247,Active,0,2025-08-01,2025-09-17,351.59
LN-0001089,CUST-003028,MTG-VAR,BR-013,2022-06-17,433366.64,6.9295,Delinquent-30,46,2025-08-09,2025-09-18,3218.66
LN-0001090,CUST-000440,LOC,BR-022,2023-09-12,10534.86,8.946,Active,0,2025-07-19,2025-09-18,334.74
LN-0001091,CUST-002589,HELOC,BR-001,2021-01-11,143607.89,7.9955,Active,0,2025-07-31,2025-09-19,2763.55
LN-0001092,CUST-000123,MTG-FIX,BR-019,2023-03-06,671589.47,6.2036,Active,0,2025-08-09,2025-09-16,4620.1
LN-0001093,CUST-002239,AUTO,BR-023,2020-06-07,2520.15,5.777,Restructured,29,2025-08-12,2025-09-15,286.8
LN-0001094,CUST-002803,HELOC,BR-012,2019-11-08,23711.15,6.2773,Delinquent-60,76,2025-08-12,2025-09-17,540.17
LN-0001095,CUST-001011,PL-SEC,BR-011,2024-03-04,20377.28,11.8685,Active,0,2025-07-14,2025-09-16,595.26
LN-0001096,CUST-003828,LOC,BR-005,2019-07-13,0,12.2229,Closed,0,2025-08-12,2025-09-17,0
LN-0001097,CUST-000696,LOC,BR-025,2021-03-03,1121.5,11.0646,Active,0,2025-08-03,2025-09-15,192.99
LN-0001098,CUST-003890,MTG-VAR,BR-001,2020-11-12,324321.86,5.0614,Active,0,2025-07-16,2025-09-17,2141.12
LN-0001099,CUST-001881,PL-SEC,BR-018,2023-05-05,22969.65,11.1335,Active,0,2025-08-06,2025-09-18,832.92
LN-0001100,CUST-003247,AUTO,BR-017,2021-07-29,21157.52,5.5414,Active,0,2025-08-07,2025-09-18,971.73
LN-0001101,CUST-002963,MTG-VAR,BR-020,2020-12-06,212475.34,5.5088,Active,0,2025-07-17,2025-09-17,1452.74
LN-0001102,CUST-003163,AUTO,BR-017,2022-08-05,10833.7,7.5851,Active,0,2025-08-06,2025-09-20,346.01
LN-0001103,CUST-003682,AUTO,BR-013,2019-09-07,-29067.7,8.9485,Active,0,2025-07-13,2025-09-18,2849.89
LN-0001104,CUST-001334,MTG-FIX,BR-019,2025-01-22,547531.33,5.2627,Restructured,20,2025-07-15,2025-09-16,3323.23
LN-0001105,CUST-004217,PL-UNSEC,BR-019,2025-03-01,16351.15,11.0473,Active,0,2025-07-18,2025-09-19,471.18
LN-0001106,CUST-003556,AUTO,BR-002,2020-04-24,1127.35,6.3051,Active,0,2025-07-20,2025-09-19,164.45
LN-0001107,CUST-001552,LOC,BR-003,2025-04-05,42241.63,10.8837,Active,0,2025-07-29,2025-09-20,965.37
LN-0001108,CUST-001133,MTG-VAR,BR-010,2022-07-31,371532.55,6.2823,Active,0,2025-07-14,2025-09-18,2604.8
LN-0001109,CUST-002286,HELOC,BR-019,2020-02-05,15106.07,6.4964,Active,0,2025-07-29,2025-09-19,328.63
LN-0001110,CUST-003220,MTG-VAR,BR-003,2019-07-08,0,6.9449,Restructured,0,2025-08-07,2025-09-18,0
LN-0001111,CUST-002203,PL-SEC,BR-017,2022-03-01,0,9.2351,Closed,0,2025-07-17,2025-09-18,0
LN-0001112,CUST-001306,AUTO,BR-015,2023-09-16,26791.08,6.5297,Active,0,2025-08-14,2025-09-19,624.36
LN-0001113,CUST-000596,PL-UNSEC,BR-012,2024-10-31,23542.59,12.036,Active,0,2025-07-23,2025-09-18,749.75
LN-0001114,CUST-002937,PL-UNSEC,BR-021,2025-05-21,15602.5,10.9509,Delinquent-60,64,2025-08-09,2025-09-19,424.33
LN-0001115,CUST-003777,AUTO,BR-017,2022-05-24,27941.81,7.4365,Active,0,2025-07-14,2025-09-17,938.86
LN-0001116,CUST-001186,MTG-VAR,BR-020,2020-01-05,352112.06,5.2759,Active,0,2025-07-14,2025-09-18,2424.19
LN-0001117,CUST-002166,PL-SEC,BR-005,2020-10-28,1039.81,11.7151,Active,0,2025-08-11,2025-09-19,527.53
LN-0001118,CUST-000001,MTG-FIX,BR-002,2019-07-05,212216.26,6.059,Active,0,2025-07-23,2025-09-15,1580.41
LN-0001119,CUST-002688,MTG-FIX,BR-002,2023-08-07,237001.79,4.6057,Default,300,2025-07-13,2025-09-15,1396.71
LN-0001120,CUST-003057,MTG-FIX,BR-003,2021-01-18,162507.44,5.0236,Delinquent-60,64,2025-08-13,2025-09-16,1064.37
LN-0001121,CUST-001524,MTG-FIX,BR-024,2019-08-30,129615.69,5.6487,Active,0,2025-08-09,2025-09-18,930.61
LN-0001122,CUST-000121,LOC,BR-009,2023-12-10,4274.44,10.3476,Delinquent-60,74,2025-07-21,2025-09-20,129.53
LN-0001123,CUST-003837,LOC,BR-018,2025-06-09,35200.79,10.3089,Delinquent-90,172,2025-07-25,2025-09-19,773.17
LN-0001124,CUST-004217,AUTO,BR-007,2021-11-19,8848.55,7.1528,Active,0,2025-07-24,2025-09-19,368.39
LN-0001125,CUST-001817,PL-UNSEC,BR-015,2019-10-17,0,10.6599,Closed,0,2025-07-12,2025-09-20,0
LN-0001126,CUST-003323,LOC,BR-014,2023-01-14,11816.86,10.1201,Delinquent-30,37,2025-08-06,2025-09-17,475.59
LN-0001127,CUST-002441,MTG-FIX,BR-005,2021-10-26,580520.27,6.3619,Active,0,2025-08-12,2025-09-16,4164.93
LN-0001128,CUST-001307,AUTO,BR-006,2022-02-07,20832.37,6.8772,Delinquent-60,71,2025-08-11,2025-09-16,781.76
LN-0001129,CUST-001914,PL-SEC,BR-004,2022-08-22,0,9.4669,Closed,0,2025-07-30,2025-09-20,0
LN-0001130,CUST-000195,HELOC,BR-020,2019-03-20,21942.79,8.0136,Active,0,2025-07-14,2025-09-18,600.87
LN-0001131,CUST-002928,MTG-VAR,BR-006,2019-12-07,0,6.9964,Closed,0,2025-08-03,2025-09-20,0
LN-0001132,CUST-002127,LOC,BR-020,2022-08-01,3714.1,8.573,Active,0,2025-08-14,2025-09-19,175.69
LN-0001133,CUST-003000,MTG-VAR,BR-008,2020-02-14,441344.7,6.4084,Delinquent-60,79,2025-08-04,2025-09-20,3315.41
LN-0001134,CUST-000971,PL-SEC,BR-012,2022-03-25,15170.56,10.1102,Restructured,22,2025-08-08,2025-09-17,867.41
LN-0001135,CUST-001428,MTG-FIX,BR-025,2022-03-10,121528.62,5.5855,Active,0,2025-08-04,2025-09-17,810.14
LN-0001136,CUST-003259,PL-UNSEC,BR-018,2019-07-07,1200.1,8.9593,Active,0,2025-07-11,2025-09-20,1209.06
LN-0001137,CUST-001785,MTG-FIX,BR-010,2019-06-30,507032.99,6.2909,Active,0,2025-07-25,2025-09-16,3843.2
LN-0001138,CUST-002851,MTG-VAR,BR-016,2019-03-26,69506.13,5.9816,Delinquent-90,110,2025-07-17,2025-09-17,518.34
LN-0001139,CUST-001225,MTG-FIX,BR-008,2021-01-22,219822.09,5.4188,Default,227,2025-08-09,2025-09-16,1488.42
LN-0001140,CUST-003392,MTG-VAR,BR-001,2019-05-11,338764.47,6.2863,Delinquent-30,56,2025-07-21,2025-09-19,2572.88
LN-0001141,CUST-003696,MTG-FIX,BR-019,2021-06-19,463349.68,5.7325,Active,0,2025-07-28,2025-09-16,3185.93
LN-0001142,CUST-001468,LOC,BR-023,2023-10-01,10410.42,9.4762,Active,0,2025-08-01,2025-09-19,325.57
LN-0001143,CUST-001328,MTG-FIX,BR-025,2024-03-07,732588.22,6.2799,Active,0,2025-07-14,2025-09-18,4975.64
LN-0001144,CUST-001020,AUTO,BR-001,2020-02-10,0,7.628,Closed,0,2025-07-28,2025-09-15,0
LN-0001145,CUST-003800,PL-SEC,BR-023,2024-08-22,17879.95,9.6777,Delinquent-30,47,2025-07-13,2025-09-17,450.72
LN-0001146,CUST-001267,PL-SEC,BR-006,2022-10-23,19495.06,9.3938,Active,0,2025-07-22,2025-09-20,831.62
LN-0001147,CUST-001456,PL-UNSEC,BR-010,2019-08-07,2079.33,14.9703,Active,0,2025-08-02,2025-09-19,2105.27
LN-0001148,CUST-000899,AUTO,BR-012,2020-09-28,2095.88,5.8104,Active,0,2025-07-22,2025-09-15,166.74
LN-0001149,CUST-001075,AUTO,BR-015,2019-02-23,1912.94,7.7192,Active,0,2025-07-12,2025-09-17,1925.25
LN-0001150,CUST-003336,HELOC,BR-007,2021-09-25,78916.24,6.5322,Delinquent-90,154,2025-08-12,2025-09-17,1311.14
LN-0001151,CUST-000582,MTG-FIX,BR-006,2021-08-03,592968.18,5.3799,Active,0,2025-07-26,2025-09-16,3940.59
LN-0001152,CUST-000239,STUDENT,BR-024,2019-10-31,12215.92,5.3234,Delinquent-60,65,2025-07-20,2025-09-15,277.93
LN-0001153,CUST-003006,AUTO,BR-012,2020-09-09,6611.62,8.3051,Active,0,2025-08-11,2025-09-16,576.07
LN-0001154,CUST-000496,STUDENT,BR-010,2019-06-16,9986.94,6.4515,Active,0,2025-07-21,2025-09-19,250.45
LN-0001155,CUST-000070,PL-UNSEC,BR-020,2023-11-03,7288.78,9.7763,Active,0,2025-07-21,2025-09-16,312.21
LN-0001156,CUST-002815,MTG-VAR,BR-022,2020-07-05,247188.34,6.668,Active,0,2025-07-18,2025-09-18,1875.01
LN-0001157,CUST-001967,MTG-FIX,BR-023,2019-06-10,370658.52,5.486,Active,0,2025-07-22,2025-09-16,2640.84
LN-0001158,CUST-002988,MTG-FIX,BR-008,2021-04-03,414798.97,6.11,Active,0,2025-07-12,2025-09-19,2954.83
LN-0001159,CUST-002188,MTG-VAR,BR-015,2021-09-13,113492.38,6.4128,Delinquent-60,76,2025-07-31,2025-09-15,820.75
LN-0001160,CUST-002749,PL-UNSEC,BR-008,2024-08-07,11651.66,11.448,Active,0,2025-07-22,2025-09-18,307.43
LN-0001161,CUST-001451,HELOC,BR-012,2023-05-03,203948.22,7.4866,Active,0,2025-07-26,2025-09-20,2920.28
LN-0001162,CUST-003124,MTG-FIX,BR-015,2022-06-08,351141.5,6.1295,Active,0,2025-08-11,2025-09-16,2438.74
LN-0001163,CUST-000432,MTG-FIX,BR-018,2022-02-05,166251.08,5.2359,Active,0,2025-07-25,2025-09-16,1077.27
LN-0001164,CUST-001803,AUTO,BR-004,2020-04-21,-1320.79,6.6086,Closed,0,2025-07-30,2025-09-17,0
LN-0001165,CUST-003659,STUDENT,BR-018,2020-05-14,13738.16,5.8579,Active,0,2025-08-06,2025-09-18,280.98
LN-0001166,CUST-004081,MTG-VAR,BR-016,2022-02-18,0,5.3524,Closed,0,2025-07-14,2025-09-18,0
LN-0001167,CUST-001082,MTG-FIX,BR-022,2019-04-14,0,5.3218,Closed,0,2025-07-20,2025-09-17,0
LN-0001168,CUST-003011,MTG-VAR,BR-017,2019-09-11,370224.47,5.0933,Active,0,2025-07-12,2025-09-20,2537.46
LN-0001169,CUST-002467,PL-SEC,BR-023,2020-12-30,3356.24,7.3286,Active,0,2025-07-15,2025-09-20,851.91
LN-0001170,CUST-001263,PL-UNSEC,BR-024,2019-12-22,1569.58,9.5691,Active,0,2025-08-05,2025-09-19,1582.1
LN-0001171,CUST-001385,MTG-FIX,BR-023,2024-06-08,612616.88,5.1879,Active,0,2025-07-19,2025-09-20,3743.18
LN-0001172,CUST-001820,PL-UNSEC,BR-005,2024-11-08,15783.14,9.633,Active,0,2025-08-08,2025-09-16,472.95
LN-0001173,CUST-000990,MTG-FIX,BR-007,2024-04-07,342293.95,6.3148,Restructured,12,2025-08-04,2025-09-17,2328.5
LN-0001174,CUST-000735,MTG-VAR,BR-021,2020-02-13,245708.84,6.6776,Active,0,2025-07-18,2025-09-18,1886.37
LN-0001175,CUST-001323,HELOC,BR-004,2023-07-07,122442.46,6.8108,Delinquent-90,116,2025-08-11,2025-09-19,1684.41
LN-0001176,CUST-003318,PL-UNSEC,BR-006,2025-05-07,6828.96,13.802,Active,0,2025-08-03,2025-09-19,195.25
LN-0001177,CUST-000940,PL-UNSEC,BR-013,2019-07-21,3264.0,10.0746,Active,0,2025-08-02,2025-09-16,3291.4
LN-0001178,CUST-001217,PL-SEC,BR-022,2024-06-11,25378.77,8.1456,Active,0,2025-07-17,2025-09-20,644.18
LN-0001179,CUST-002268,MTG-FIX,BR-012,2024-09-14,558822.06,5.8279,Active,0,2025-07-15,2025-09-20,3602.09
LN-0001180,CUST-002804,MTG-VAR,BR-009,2019-10-03,0,5.8562,Closed,0,2025-08-06,2025-09-19,0
LN-0001181,CUST-000149,MTG-FIX,BR-014,2021-05-16,402617.76,5.4017,Delinquent-30,55,2025-07-30,2025-09-20,2698.13
LN-0001182,CUST-003523,STUDENT,BR-018,2024-07-25,7927.78,6.5514,Delinquent-90,115,2025-07-24,2025-09-16,98.02
LN-0001183,CUST-001519,AUTO,BR-021,2024-04-27,0,6.0774,Closed,0,2025-07-31,2025-09-20,0
LN-0001184,CUST-002530,MTG-VAR,BR-020,2025-06-20,635815.88,6.0695,Active,0,2025-08-05,2025-09-16,4135.46
LN-0001185,CUST-000568,MTG-FIX,BR-001,2024-09-30,536762.81,6.0713,Active,0,2025-07-23,2025-09-15,3538.79
LN-0001186,CUST-003804,PL-UNSEC,BR-010,2025-04-25,19089.76,13.697,Restructured,4,2025-08-14,2025-09-17,554.31
LN-0001187,CUST-003495,AUTO,BR-011,2024-01-09,35986.65,8.7318,Active,0,2025-07-28,2025-09-15,833.7
LN-0001188,CUST-000901,MTG-FIX,BR-019,2024-04-10,209446.06,5.6777,Active,0,2025-07-12,2025-09-18,1342.24
LN-0001189,CUST-001691,PL-SEC,BR-008,2024-03-23,24304.04,7.8962,Active,0,2025-07-30,2025-09-16,650.78
LN-0001190,CUST-003561,STUDENT,BR-011,2025-04-11,0,6.6721,Closed,0,2025-07-19,2025-09-18,0
LN-0001191,CUST-002004,PL-UNSEC,BR-023,2021-06-25,1049.96,10.1731,Active,0,2025-07-21,2025-09-20,1058.86
LN-0001192,CUST-001404,STUDENT,BR-002,2025-06-12,47167.19,7.0698,Active,0,2025-07-21,2025-09-16,555.77
LN-0001193,CUST-002209,AUTO,BR-006,2021-06-14,20385.9,7.8415,Delinquent-30,54,2025-07-16,2025-09-20,1042.05
LN-0001194,CUST-002849,MTG-FIX,BR-021,2020-06-12,115062.12,4.8467,Active,0,2025-08-06,2025-09-18,755.28
LN-0001195,CUST-002494,PL-SEC,BR-003,2020-06-24,3924.67,7.6283,Delinquent-60,69,2025-07-20,2025-09-18,3949.62
LN-0001196,CUST-002919,MTG-FIX,BR-011,2020-08-02,503560.53,6.2493,Delinquent-60,63,2025-07-25,2025-09-17,3688.21
LN-0001197,CUST-000564,AUTO,BR-012,2025-03-24,0,8.898,Closed,0,2025-07-18,2025-09-19,0
LN-0001198,CUST-001561,AUTO,BR-022,2021-06-25,4340.16,6.2799,Active,0,2025-07-29,2025-09-16,209.37
LN-0001199,CUST-003406,PL-SEC,BR-018,2022-04-14,4070.57,9.0329,Active,0,2025-08-07,2025-09-19,230.73
LN-0001200,CUST-000735,PL-UNSEC,BR-010,2022-07-09,4940.85,14.3317,Restructured,4,2025-07-11,2025-09-20,527.12
LN-0001201,CUST-002297,MTG-FIX,BR-011,2022-07-28,124286.54,4.9568,Active,0,2025-07-28,2025-09-19,775.74
LN-0001202,CUST-003288,MTG-FIX,BR-007,2020-10-15,201267.38,4.767,Delinquent-30,49,2025-07-12,2025-09-20,1299.27
LN-0001203,CUST-000088,LOC,BR-014,2024-04-02,15486.99,11.1703,Active,0,2025-07-18,2025-09-15,438.69
LN-0001204,CUST-001891,MTG-FIX,BR-016,2022-07-15,211896.4,5.9968,Delinquent-30,50,2025-07-25,2025-09-19,1452.34
LN-0001205,CUST-001339,MTG-FIX,BR-002,2020-06-23,0,5.5804,Closed,0,2025-08-03,2025-09-17,0
LN-0001206,CUST-004057,LOC,BR-009,2021-11-26,8165.57,10.2323,Delinquent-30,33,2025-08-07,2025-09-20,582.24
LN-0001207,CUST-001263,HELOC,BR-005,2021-01-19,0,6.1251,Closed,0,2025-08-07,2025-09-17,0
LN-0001208,CUST-001208,MTG-VAR,BR-008,2019-06-14,429457.95,6.1699,Active,0,2025-08-12,2025-09-20,3225.41
LN-0001209,CUST-002840,AUTO,BR-024,2021-02-02,3894.6,5.7959,Active,0,2025-08-01,2025-09-18,239.18
LN-0001210,CUST-002888,AUTO,BR-020,2024-02-05,45597.17,8.5203,Default,237,2025-07-16,2025-09-15,1035.34
LN-0001211,CUST-003723,AUTO,BR-001,2020-03-24,3698.98,6.1043,Active,0,2025-07-11,2025-09-20,627.52
LN-0001212,CUST-000013,MTG-VAR,BR-010,2023-03-24,412437.7,6.3702,Active,0,2025-08-12,2025-09-16,2873.88
LN-0001213,CUST-000085,MTG-VAR,BR-022,2024-08-19,561527.22,5.9982,Active,0,2025-07-24,2025-09-15,3682.88
LN-0001214,CUST-001311,MTG-VAR,BR-008,2022-07-06,176871.94,6.3637,Active,0,2025-07-30,2025-09-19,1250.85
LN-0001215,CUST-001097,MTG-VAR,BR-012,2020-11-29,139313.25,5.7174,Active,0,2025-08-09,2025-09-16,969.06
LN-0001216,CUST-002588,AUTO,BR-014,2019-10-20,3207.6,8.5264,Active,0,2025-08-05,2025-09-17,3230.39
LN-0001217,CUST-004214,MTG-FIX,BR-022,2020-12-06,538792.23,5.9454,Active,0,2025-07-17,2025-09-17,3818.41
LN-0001218,CUST-000527,AUTO,BR-005,2025-01-13,47997.51,5.6416,Active,0,2025-07-25,2025-09-17,858.71
LN-0001219,CUST-003289,MTG-FIX,BR-001,2022-04-27,345279.97,6.3234,Active,0,2025-08-08,2025-09-15,2442.23
LN-0001220,CUST-004117,MTG-FIX,BR-021,2025-01-09,125061.29,5.1186,Active,0,2025-08-07,2025-09-16,748.52
LN-0001221,CUST-001060,AUTO,BR-022,2023-05-08,32031.48,6.4862,Active,0,2025-07-13,2025-09-15,819.94
LN-0001222,CUST-001778,MTG-FIX,BR-024,2020-08-16,152945.11,4.8866,Active,0,2025-07-20,2025-09-16,1002.28
LN-0001223,CUST-002275,HELOC,BR-006,2020-04-03,21073.12,8.1568,Delinquent-30,56,2025-07-29,2025-09-19,460.51
LN-0001224,CUST-000045,AUTO,BR-007,2021-06-17,16478.92,6.9779,Active,0,2025-07-25,2025-09-20,835.87
LN-0001225,CUST-000016,PL-SEC,BR-023,2020-01-30,473.52,10.159,Active,0,2025-07-17,2025-09-20,477.53
LN-0001226,CUST-002000,MTG-FIX,BR-018,2025-05-01,590841.28,4.6249,Active,0,2025-08-04,2025-09-16,3350.04
LN-0001227,CUST-000935,STUDENT,BR-013,2023-04-28,28522.81,7.0897,Active,0,2025-08-03,2025-09-19,402.78
LN-0001228,CUST-001249,HELOC,BR-018,2020-03-21,0,6.186,Closed,0,2025-08-05,2025-09-16,0
LN-0001229,CUST-003951,PL-UNSEC,BR-004,2024-03-03,14083.98,13.2341,Default,185,2025-07-17,2025-09-17,553.96
LN-0001230,CUST-000615,PL-SEC,BR-020,2020-11-15,505.86,11.4943,Active,0,2025-07-18,2025-09-18,256.57
LN-0001231,CUST-004076,HELOC,BR-022,2020-03-29,52917.21,7.4836,Active,0,2025-08-06,2025-09-15,1157.22
LN-0001232,CUST-000772,MTG-FIX,BR-015,2023-03-24,299933.7,6.4067,Active,0,2025-07-31,2025-09-20,2096.57
LN-0001233,CUST-001119,MTG-FIX,BR-009,2020-10-27,247357.73,4.947,Default,182,2025-08-11,2025-09-16,1621.27
LN-0001234,CUST-003747,AUTO,BR-022,2022-06-01,6174.21,7.0326,Active,0,2025-08-14,2025-09-20,206.32
LN-0001235,CUST-002368,HELOC,BR-021,2022-03-10,84081.91,6.1882,Delinquent-90,154,2025-08-10,2025-09-17,1312.01
LN-0001236,CUST-004217,MTG-VAR,BR-001,2020-03-13,525304.78,5.5859,Delinquent-60,68,2025-07-25,2025-09-15,3689.94
LN-0001237,CUST-001468,MTG-VAR,BR-009,2020-11-02,233860.35,6.9224,Restructured,28,2025-08-06,2025-09-16,1795.34
LN-0001238,CUST-001942,MTG-VAR,BR-024,2025-01-19,425489.09,5.3799,Active,0,2025-07-31,2025-09-15,2611.84
LN-0001239,CUST-002826,STUDENT,BR-022,2019-03-01,4527.78,7.3605,Delinquent-90,96,2025-07-17,2025-09-17,125.24
LN-0001240,CUST-003591,HELOC,BR-015,2021-04-12,15209.35,8.4206,Active,0,2025-07-18,2025-09-18,285.32
LN-0001241,CUST-001672,AUTO,BR-023,2019-03-21,4631.34,7.3579,Delinquent-30,58,2025-07-18,2025-09-15,4659.74
LN-0001242,CUST-003284,MTG-FIX,BR-010,2021-10-29,139211.13,5.6906,Active,0,2025-07-16,2025-09-19,944.02
LN-0001243,CUST-001510,STUDENT,BR-020,2022-08-18,35692.24,6.1395,Active,0,2025-07-12,2025-09-18,528.86
LN-0001244,CUST-002668,MTG-FIX,BR-008,2022-04-22,334393.94,4.5588,Active,0,2025-07-31,2025-09-20,2026.47
LN-0001245,CUST-001788,AUTO,BR-023,2021-08-07,13230.46,6.5939,Delinquent-60,64,2025-07-28,2025-09-16,613.93
LN-0001246,CUST-001173,PL-UNSEC,BR-006,2023-06-04,2323.42,9.7014,Delinquent-30,57,2025-08-14,2025-09-17,120.74
LN-0001247,CUST-002837,HELOC,BR-011,2022-11-20,116685.65,7.7809,Delinquent-30,40,2025-08-04,2025-09-17,1759.12
LN-0001248,CUST-002117,MTG-FIX,BR-010,2019-12-11,328411.16,4.6095,Active,0,2025-07-18,2025-09-18,2147.08
LN-0001249,CUST-000976,MTG-VAR,BR-010,2020-08-01,220261.55,6.7477,Active,0,2025-07-20,2025-09-17,1677.81
LN-0001250,CUST-003452,PL-SEC,BR-003,2021-04-12,692.86,8.1568,Active,0,2025-07-16,2025-09-19,101.69
LN-0001251,CUST-000560,PL-SEC,BR-006,2021-01-16,967.48,7.1872,Closed,0,2025-08-02,2025-09-19,0
LN-0001252,CUST-001743,HELOC,BR-008,2023-11-16,56436.1,7.7107,Delinquent-60,74,2025-08-11,2025-09-18,772.24
LN-0001253,CUST-003627,HELOC,BR-006,2025-05-01,250221.91,6.8906,Active,0,2025-07-11,2025-09-16,2960.63
LN-0001254,CUST-002147,AUTO,BR-020,2021-07-08,6820.39,6.8862,Restructured,25,2025-08-09,2025-09-16,330.89
LN-0001255,CUST-002789,AUTO,BR-023,2019-07-17,4218.63,7.4394,Active,0,2025-08-05,2025-09-19,4244.78
LN-0001256,CUST-003751,MTG-FIX,BR-006,2022-03-23,170674.35,5.0896,Active,0,2025-08-01,2025-09-19,1087.15
LN-0001257,CUST-001176,AUTO,BR-024,2022-09-07,25425.15,7.4986,Default,331,2025-07-19,2025-09-15,790.86
LN-0001258,CUST-002689,AUTO,BR-009,2019-10-31,6064.72,6.5473,Default,200,2025-07-23,2025-09-17,6097.81
LN-0001259,CUST-001783,LOC,BR-017,2021-04-24,2472.66,11.3027,Delinquent-30,42,2025-08-09,2025-09-18,366.67
LN-0001260,CUST-002758,AUTO,BR-001,2019-12-02,4982.21,7.6341,Active,0,2025-07-22,2025-09-20,2514.9
LN-0001261,CUST-002586,PL-SEC,BR-014,2025-06-04,0,7.8346,Closed,0,2025-08-10,2025-09-18,0
LN-0001262,CUST-000098,LOC,BR-005,2020-01-02,3322.37,10.785,Delinquent-30,47,2025-07-15,2025-09-20,3352.23
LN-0001263,CUST-001102,PL-SEC,BR-004,2021-09-14,7112.96,7.3991,Active,0,2025-07-16,2025-09-16,616.77
LN-0001264,CUST-002453,MTG-FIX,BR-015,2022-09-05,608716.57,6.0952,Active,0,2025-08-14,2025-09-20,4192.3
LN-0001265,CUST-003285,MTG-FIX,BR-012,2024-12-14,404133.4,5.2582,Active,0,2025-07-30,2025-09-19,2455.95
LN-0001266,CUST-002018,MTG-FIX,BR-011,2025-02-08,304196.64,6.2476,Active,0,2025-08-11,2025-09-15,2114.49
LN-0001267,CUST-000349,LOC,BR-017,2021-01-31,1839.53,11.4493,Active,0,2025-07-11,2025-09-20,378.5
LN-0001268,CUST-002417,LOC,BR-003,2020-10-10,2960.43,9.6091,Active,0,2025-07-20,2025-09-18,2984.14
LN-0001269,CUST-002455,MTG-VAR,BR-009,2023-08-16,130427.39,6.7866,Active,0,2025-07-17,2025-09-16,934.74
LN-0001270,CUST-004171,MTG-FIX,BR-021,2025-04-13,497113.46,4.7707,Active,0,2025-08-01,2025-09-19,2860.05
LN-0001271,CUST-000030,MTG-VAR,BR-017,2021-07-30,393031.34,6.5885,Delinquent-30,48,2025-07-24,2025-09-19,2888.8
LN-0001272,CUST-003717,AUTO,BR-016,2022-01-09,23528.23,8.1404,Active,0,2025-08-03,2025-09-17,925.46
LN-0001273,CUST-000288,MTG-FIX,BR-007,2023-10-07,641760.17,6.4197,Active,0,2025-08-04,2025-09-16,4447.85
LN-0001274,CUST-003891,AUTO,BR-009,2021-04-21,11954.36,7.0512,Active,0,2025-07-27,2025-09-18,666.8
LN-0001275,CUST-001092,MTG-FIX,BR-006,2020-04-06,564737.78,5.1982,Active,0,2025-08-07,2025-09-17,3835.12
LN-0001276,CUST-002290,STUDENT,BR-002,2021-08-10,31704.47,6.1392,Delinquent-60,74,2025-07-13,2025-09-17,533.67
LN-0001277,CUST-003955,PL-SEC,BR-021,2020-02-13,2812.13,7.7978,Active,0,2025-07-12,2025-09-18,2830.4
LN-0001278,CUST-003334,LOC,BR-006,2019-04-26,0,11.1769,Closed,0,2025-07-19,2025-09-20,0
LN-0001279,CUST-000423,MTG-VAR,BR-010,2021-01-29,229027.26,5.53,Delinquent-30,50,2025-08-07,2025-09-16,1561.71
LN-0001280,CUST-002747,MTG-VAR,BR-014,2024-04-29,95253.96,6.0923,Active,0,2025-08-10,2025-09-20,634.1
LN-0001281,CUST-001994,PL-SEC,BR-019,2025-02-05,26064.84,7.0499,Active,0,2025-07-11,2025-09-16,564.69
LN-0001282,CUST-003119,STUDENT,BR-017,2020-01-02,6433.52,6.7254,Active,0,2025-07-25,2025-09-16,142.97
LN-0001283,CUST-000909,HELOC,BR-003,2020-05-06,13384.84,8.0591,Active,0,2025-08-14,2025-09-17,287.56
LN-0001284,CUST-003255,HELOC,BR-011,2019-08-09,101725.15,6.3617,Active,0,2025-07-14,2025-09-17,2450.9
LN-0001285,CUST-001497,MTG-FIX,BR-021,2019-03-11,380194.72,5.1102,Active,0,2025-07-26,2025-09-17,2651.2
LN-0001286,CUST-002942,MTG-VAR,BR-013,2019-11-20,341916.14,6.2054,Active,0,2025-08-11,2025-09-15,2545.31
LN-0001287,CUST-003389,MTG-FIX,BR-018,2025-01-08,436515.75,6.1832,Active,0,2025-08-09,2025-09-20,2890.39
LN-0001288,CUST-004188,HELOC,BR-022,2020-06-03,33789.09,6.9484,Active,0,2025-07-28,2025-09-15,697.69
LN-0001289,CUST-001652,AUTO,BR-024,2024-07-02,20363.24,8.4623,Active,0,2025-07-20,2025-09-18,428.99
LN-0001290,CUST-003361,AUTO,BR-014,2022-02-15,16355.26,7.2845,Restructured,7,2025-07-20,2025-09-17,616.78
LN-0001291,CUST-001706,MTG-FIX,BR-002,2020-11-12,190377.26,5.9537,Active,0,2025-08-10,2025-09-17,1353.0
