customer_id,bureau_score,total_debt,num_credit_accounts,num_delinquencies_12m,bankruptcy_flag,inquiry_count_6m,oldest_account_years,utilization_pct,report_date
CUST-003296,687,208028.86,2,0,N,4,22,25.6,2025-08-31
CUST-003554,791,403969.38,1,0,N,5,25,16.3,2025-08-31
CUST-002352,810,307854.94,9,0,N,3,25,26.7,2025-08-31
CUST-002235,781,124782.72,2,1,N,8,16,60.4,2025-08-31
CUST-000521,662,274510.31,7,0,N,5,8,41.7,2025-08-31
CUST-002063,784,280481.33,9,0,N,2,1,33.7,2025-08-31
CUST-002084,649,255175.78,6,1,N,6,15,56.4,2025-08-31
CUST-000286,790,307751.78,6,0,N,7,11,43.7,2025-08-31
CUST-003220,726,181086.44,6,3,Y,2,6,5.2,2025-08-31
CUST-000225,666,330302.69,15,0,N,5,14,81.0,2025-08-31
CUST-001066,695,267072.99,5,0,N,1,6,55.4,2025-08-31
CUST-003717,796,136151.87,9,3,N,6,21,53.9,2025-08-31
CUST-001552,596,174337.52,4,3,N,6,14,38.0,2025-08-31
CUST-002649,542,394221.63,12,0,N,4,22,53.7,2025-08-31
CUST-000373,649,154929.48,15,0,N,0,15,14.3,2025-08-31
CUST-002600,682,286129.05,2,0,N,2,7,21.6,2025-08-31
CUST-001352,737,256583.77,8,0,N,5,17,53.0,2025-08-31
CUST-003576,605,472737.91,15,0,N,7,14,70.8,2025-08-31
CUST-004168,675,74248.52,14,0,N,7,22,49.1,2025-08-31
CUST-001000,563,165193.4,13,2,N,2,22,36.1,2025-08-31
CUST-003712,740,291201.0,2,0,N,4,4,69.0,2025-08-31
CUST-001967,746,111125.07,14,1,N,6,14,70.9,2025-08-31
CUST-002942,631,157027.95,3,0,N,8,3,32.3,2025-08-31
CUST-000762,617,11474.06,12,0,N,4,18,44.6,2025-08-31
CUST-001047,681,264474.74,2,0,N,3,16,33.0,2025-08-31
CUST-000670,825,477630.82,2,3,Y,1,25,71.9,2025-08-31
CUST-002172,805,308111.68,7,0,N,2,20,87.7,2025-08-31
CUST-003988,547,214011.21,4,1,N,6,23,74.1,2025-08-31
CUST-001190,673,92522.71,7,0,N,1,5,67.8,2025-08-31
CUST-003863,800,282762.04,3,1,N,6,1,87.7,2025-08-31
CUST-002383,753,93408.71,8,0,N,4,13,89.4,2025-08-31
CUST-003878,739,317741.52,13,3,N,0,24,55.6,2025-08-31
CUST-000707,718,393955.81,5,0,N,0,16,47.5,2025-08-31
CUST-004125,755,184483.29,5,0,N,6,12,50.1,2025-08-31
CUST-004223,748,55517.59,5,0,Y,4,5,27.0,2025-08-31
CUST-001369,673,447329.6,4,0,N,2,18,93.7,2025-08-31
CUST-003598,760,441184.88,1,0,N,2,12,81.9,2025-08-31
CUST-001347,725,444714.33,2,0,N,6,24,11.5,2025-08-31
CUST-002494,714,30959.32,15,0,N,3,22,31.7,2025-08-31
CUST-003314,732,443482.1,15,0,N,7,20,81.7,2025-08-31
CUST-000192,737,173499.76,14,0,N,8,5,51.0,2025-08-31
CUST-001147,546,282892.97,11,2,N,8,16,74.9,2025-08-31
CUST-001183,670,324337.29,4,4,N,0,7,48.0,2025-08-31
CUST-003028,713,356219.33,14,0,N,7,6,22.5,2025-08-31
CUST-004005,500,125341.69,11,2,N,4,3,8.1,2025-08-31
CUST-003776,690,191563.42,11,0,N,7,3,52.7,2025-08-31
CUST-000204,780,128204.18,12,0,N,7,9,25.7,2025-08-31
CUST-001473,776,389870.38,15,0,N,5,6,78.3,2025-08-31
CUST-000480,790,228051.11,3,0,N,3,23,12.7,2025-08-31
CUST-000497,795,182808.07,4,2,N,6,24,79.9,2025-08-31
CUST-003333,710,474546.06,1,1,N,3,4,49.9,2025-08-31
CUST-003807,790,58808.78,3,1,N,6,21,64.5,2025-08-31
CUST-000573,733,272143.48,2,0,N,7,19,73.1,2025-08-31
CUST-003709,688,274754.9,13,0,N,1,11,57.8,2025-08-31
CUST-003385,672,409702.09,10,0,N,2,1,39.1,2025-08-31
CUST-001452,706,316404.24,15,3,N,3,11,32.9,2025-08-31
CUST-004046,819,215121.85,11,0,N,7,20,62.5,2025-08-31
CUST-001438,730,111548.47,11,0,N,6,1,51.5,2025-08-31
CUST-003719,577,131469.02,10,1,N,5,23,93.6,2025-08-31
CUST-002277,568,153194.76,13,5,N,8,7,30.2,2025-08-31
CUST-000598,691,479726.95,8,3,N,0,5,88.8,2025-08-31
CUST-003538,747,120469.52,5,1,N,8,9,16.4,2025-08-31
CUST-000830,628,408206.18,7,1,N,5,15,5.0,2025-08-31
CUST-001193,736,41493.6,12,5,N,6,11,68.3,2025-08-31
CUST-001649,497,317632.96,5,0,N,8,3,43.9,2025-08-31
CUST-000346,561,321549.62,3,0,N,8,17,27.7,2025-08-31
CUST-000056,759,272788.16,3,4,N,7,14,41.3,2025-08-31
CUST-002015,770,179588.15,3,2,N,8,4,60.9,2025-08-31
CUST-001404,795,18992.8,6,1,N,7,23,71.0,2025-08-31
CUST-002410,590,247871.84,5,0,N,1,20,93.6,2025-08-31
CUST-004172,614,451561.66,8,4,Y,6,1,78.8,2025-08-31
CUST-003704,722,47779.0,15,0,N,3,23,57.8,2025-08-31
CUST-000338,671,170014.6,9,0,N,7,2,91.9,2025-08-31
CUST-004111,789,78211.24,5,0,N,7,19,23.1,2025-08-31
CUST-001130,769,26186.89,8,0,N,1,21,11.2,2025-08-31
CUST-001720,594,480528.62,14,3,N,0,20,24.3,2025-08-31
CUST-000247,690,33674.33,1,1,N,7,19,17.7,2025-08-31
CUST-000191,647,246735.23,14,0,N,3,8,77.4,2025-08-31
CUST-003699,750,406136.9,5,0,N,6,16,16.0,2025-08-31
CUST-003725,797,390923.72,10,4,N,5,12,23.3,2025-08-31
CUST-003890,566,169225.05,8,4,N,3,14,37.5,2025-08-31
CUST-003784,760,303078.44,6,3,N,2,19,39.3,2025-08-31
CUST-001149,808,301712.87,2,0,N,1,1,79.5,2025-08-31
CUST-003610,762,259665.08,14,3,N,2,23,10.4,2025-08-31
CUST-003638,666,302937.86,8,1,N,6,13,59.6,2025-08-31
CUST-000792,708,192673.24,11,1,N,8,9,57.5,2025-08-31
CUST-000123,673,304211.25,9,4,N,5,6,43.6,2025-08-31
CUST-002364,696,190086.09,12,0,N,0,8,80.8,2025-08-31
CUST-000050,644,210668.73,11,0,N,0,20,82.0,2025-08-31
CUST-003827,659,325978.39,5,2,N,2,3,38.6,2025-08-31
CUST-001440,620,99442.19,6,3,N,7,22,70.4,2025-08-31
CUST-003315,730,189712.2,10,0,N,5,17,84.7,2025-08-31
CUST-002856,685,418507.01,1,0,N,1,7,78.3,2025-08-31
CUST-002141,756,153323.74,11,1,Y,8,8,78.7,2025-08-31
CUST-003465,573,404743.37,11,0,N,5,16,94.4,2025-08-31
CUST-001398,705,70604.35,12,2,N,3,20,36.1,2025-08-31
CUST-003349,829,312728.99,10,0,N,0,25,25.9,2025-08-31
CUST-000060,762,235677.89,11,2,N,2,23,81.4,2025-08-31
CUST-002583,671,106374.02,9,0,N,4,10,49.8,2025-08-31
CUST-002290,551,38431.84,8,0,N,4,20,31.0,2025-08-31
CUST-002667,656,293771.4,10,0,N,7,5,79.2,2025-08-31
CUST-004134,659,253337.0,14,0,N,1,17,63.0,2025-08-31
CUST-000733,707,354794.75,3,0,N,2,23,88.4,2025-08-31
CUST-004031,805,34526.19,11,0,N,8,4,87.9,2025-08-31
CUST-003734,597,407082.55,5,0,N,8,8,13.3,2025-08-31
CUST-002388,693,167265.83,12,2,N,8,22,85.3,2025-08-31
CUST-001305,631,464084.93,2,0,N,8,10,6.6,2025-08-31
CUST-000444,501,40177.81,15,0,N,7,4,39.4,2025-08-31
CUST-001210,669,212241.04,5,0,N,1,5,27.5,2025-08-31
CUST-002255,728,177933.78,7,0,N,6,11,42.8,2025-08-31
CUST-003967,727,30308.65,6,2,N,4,4,34.5,2025-08-31
CUST-001017,627,157329.95,11,0,N,8,25,84.6,2025-08-31
CUST-002885,736,340990.59,3,0,N,8,9,6.0,2025-08-31
CUST-001579,788,154649.72,4,0,N,3,22,61.5,2025-08-31
CUST-000902,797,315749.36,2,0,N,6,14,48.8,2025-08-31
CUST-002512,771,263757.62,3,0,N,5,1,31.9,2025-08-31
CUST-003299,725,396484.7,12,0,N,5,14,75.1,2025-08-31
CUST-003427,643,242679.16,14,1,N,1,11,19.6,2025-08-31
CUST-003331,658,38879.34,1,0,N,2,10,69.8,2025-08-31
CUST-001118,741,173105.74,15,0,N,2,21,78.5,2025-08-31
CUST-002001,717,388766.49,3,0,N,2,25,41.3,2025-08-31
CUST-003058,585,478960.53,8,2,N,7,2,29.4,2025-08-31
CUST-000831,741,424404.44,13,2,N,8,20,68.6,2025-08-31
CUST-002208,771,474080.43,6,0,N,8,12,23.6,2025-08-31
CUST-002714,732,268940.08,9,3,N,5,18,41.9,2025-08-31
CUST-003186,736,293920.48,5,4,N,2,7,8.3,2025-08-31
CUST-002312,758,195471.75,12,1,N,8,22,76.3,2025-08-31
CUST-000845,632,80696.2,14,0,N,6,12,74.8,2025-08-31
CUST-002511,767,386467.51,8,0,N,4,11,88.6,2025-08-31
CUST-002635,683,445537.49,13,0,N,4,10,21.8,2025-08-31
CUST-002961,725,7808.36,8,0,N,2,25,40.0,2025-08-31
CUST-002810,801,284033.93,13,2,N,3,3,67.8,2025-08-31
CUST-003674,632,337115.78,5,0,N,7,23,26.6,2025-08-31
CUST-003257,592,77518.51,13,0,N,2,18,37.9,2025-08-31
CUST-002276,637,446015.2,13,1,N,1,17,74.4,2025-08-31
CUST-003346,606,396157.91,14,0,N,0,16,16.4,2025-08-31
CUST-003130,795,308293.39,6,4,N,6,19,61.8,2025-08-31
CUST-003555,656,33136.2,11,0,N,0,24,61.5,2025-08-31
CUST-001539,793,472585.06,14,0,N,0,2,90.5,2025-08-31
CUST-003640,685,374424.28,1,0,N,4,8,80.5,2025-08-31
CUST-000197,650,123726.51,11,0,N,1,16,7.9,2025-08-31
CUST-002734,715,378946.15,3,0,N,1,18,39.0,2025-08-31
CUST-002221,790,417661.54,12,2,N,8,12,13.2,2025-08-31
CUST-003920,706,447561.45,3,2,N,8,21,57.4,2025-08-31
CUST-001133,783,428628.53,8,0,N,3,7,78.2,2025-08-31
CUST-003450,718,173730.63,4,0,N,8,4,39.5,2025-08-31
CUST-001296,520,265984.64,8,0,N,5,25,16.5,2025-08-31
CUST-004112,837,242627.37,6,1,N,1,2,85.0,2025-08-31
CUST-001334,806,494304.07,3,0,N,3,21,80.7,2025-08-31
CUST-001231,664,316564.71,8,0,N,1,1,57.3,2025-08-31
CUST-001320,813,181315.81,7,0,N,5,15,36.2,2025-08-31
CUST-002536,631,72130.92,12,0,Y,4,18,26.1,2025-08-31
CUST-001151,756,345167.65,1,1,N,8,21,9.7,2025-08-31
CUST-000350,730,484312.34,14,2,N,4,3,22.9,2025-08-31
CUST-003817,775,379444.38,11,0,N,7,15,88.5,2025-08-31
CUST-000188,681,294503.57,10,0,N,5,3,42.3,2025-08-31
CUST-000758,722,159716.65,6,3,N,3,2,56.5,2025-08-31
CUST-001627,653,35687.37,1,0,N,4,5,27.8,2025-08-31
CUST-003330,692,32027.32,1,2,N,8,13,36.7,2025-08-31
CUST-003392,697,166049.3,7,3,N,1,25,42.1,2025-08-31
CUST-003584,585,77540.75,2,4,N,7,15,45.3,2025-08-31
CUST-003639,815,176213.28,5,0,N,4,18,68.0,2025-08-31
CUST-003243,703,36428.82,3,1,N,6,23,33.5,2025-08-31
CUST-002607,608,23421.82,8,0,N,0,25,80.9,2025-08-31
CUST-000095,673,436589.47,14,0,N,3,12,79.2,2025-08-31
CUST-002010,733,136152.92,11,0,N,0,7,39.9,2025-08-31
CUST-004049,559,15316.71,15,1,N,7,9,79.6,2025-08-31
CUST-001464,802,33879.43,7,1,N,1,6,43.9,2025-08-31
CUST-001249,739,16275.39,8,0,N,7,1,58.6,2025-08-31
CUST-004062,756,246835.96,11,3,N,2,25,72.2,2025-08-31
CUST-003997,830,82049.03,14,0,N,0,13,92.0,2025-08-31
CUST-003045,657,106022.61,2,0,N,4,4,72.0,2025-08-31
CUST-000844,666,225605.74,9,2,N,1,21,46.6,2025-08-31
CUST-000304,760,207228.62,12,1,N,7,10,36.9,2025-08-31
CUST-003724,589,464371.61,8,0,N,2,24,25.3,2025-08-31
CUST-001395,757,205544.19,7,0,N,3,6,40.1,2025-08-31
CUST-003110,586,13148.74,15,0,N,7,8,30.7,2025-08-31
CUST-001971,777,453553.38,3,4,N,7,14,13.0,2025-08-31
CUST-001687,632,199096.12,11,0,N,4,18,61.3,2025-08-31
CUST-000837,578,224355.78,4,0,N,8,2,76.5,2025-08-31
CUST-001738,589,371570.97,15,0,N,1,2,17.4,2025-08-31
CUST-004044,689,347723.42,9,0,N,2,20,57.8,2025-08-31
CUST-001955,638,433485.54,8,0,N,3,11,43.0,2025-08-31
CUST-002750,807,460704.55,1,0,N,1,2,64.2,2025-08-31
CUST-003681,713,448390.65,7,3,N,4,11,54.0,2025-08-31
CUST-002843,673,232742.77,3,1,N,5,16,21.0,2025-08-31
CUST-001012,708,95141.61,6,2,N,2,24,5.3,2025-08-31
CUST-001169,587,491916.84,13,1,N,5,21,79.7,2025-08-31
CUST-002546,834,78649.3,13,1,N,3,15,16.1,2025-08-31
CUST-003778,715,404302.73,13,2,N,3,15,31.8,2025-08-31
CUST-001152,742,487568.15,7,1,N,7,1,21.5,2025-08-31
CUST-000435,728,326992.18,7,0,N,7,7,30.2,2025-08-31
CUST-000940,762,357614.11,9,3,N,3,7,92.6,2025-08-31
CUST-003936,684,401960.65,5,1,N,7,1,42.1,2025-08-31
CUST-000091,751,272826.36,9,0,N,3,18,90.8,2025-08-31
CUST-004102,749,487240.73,13,1,Y,3,14,56.1,2025-08-31
CUST-000554,639,76469.66,14,0,N,1,13,69.6,2025-08-31
CUST-000043,766,432283.74,10,1,N,2,11,71.7,2025-08-31
CUST-002375,737,165803.12,1,0,N,4,14,65.5,2025-08-31
CUST-000909,776,465828.25,2,0,N,5,5,87.6,2025-08-31
CUST-002870,738,385305.82,1,4,N,0,14,5.4,2025-08-31
CUST-000149,728,165071.4,11,0,N,0,8,88.9,2025-08-31
CUST-000475,760,466078.4,10,0,N,0,18,75.9,2025-08-31
CUST-003593,632,446159.4,3,2,N,7,5,38.2,2025-08-31
CUST-002925,598,324323.24,8,0,N,4,11,35.7,2025-08-31
CUST-003718,711,255648.49,10,0,N,7,14,62.4,2025-08-31
CUST-001839,670,379523.76,6,2,N,0,7,33.4,2025-08-31
CUST-002131,638,36524.29,1,0,N,6,21,23.3,2025-08-31
CUST-002964,746,359857.79,2,0,N,2,23,88.0,2025-08-31
CUST-002263,768,250372.51,11,0,N,3,4,15.0,2025-08-31
CUST-001942,590,37442.14,2,5,N,3,6,91.6,2025-08-31
CUST-000268,758,437233.0,12,1,N,3,16,17.6,2025-08-31
CUST-000422,770,369754.93,11,0,N,2,7,69.8,2025-08-31
CUST-003646,779,459109.7,1,1,N,8,1,73.7,2025-08-31
CUST-001132,612,171367.91,10,0,N,1,4,25.2,2025-08-31
CUST-003850,736,222485.56,2,0,N,2,21,53.6,2025-08-31
CUST-002404,747,239014.74,2,0,N,2,2,53.0,2025-08-31
CUST-001103,519,173972.31,6,2,N,1,22,49.1,2025-08-31
CUST-002289,691,340203.49,9,0,N,3,11,55.4,2025-08-31
CUST-001726,757,54247.46,15,0,N,8,2,21.4,2025-08-31
CUST-001898,755,493137.61,5,0,N,2,2,67.3,2025-08-31
CUST-003494,605,251444.57,9,2,N,4,8,82.2,2025-08-31
CUST-000648,786,358734.5,2,0,N,7,5,44.7,2025-08-31
CUST-002602,785,397520.32,14,0,Y,7,15,52.4,2025-08-31
CUST-003970,774,33849.95,4,0,N,6,25,59.4,2025-08-31
CUST-002156,544,286776.3,13,2,N,0,15,54.5,2025-08-31
CUST-003941,747,213293.41,2,0,N,8,11,55.8,2025-08-31
CUST-001050,656,364931.48,5,0,N,0,20,88.6,2025-08-31
CUST-003207,795,404650.39,2,1,Y,4,12,42.8,2025-08-31
CUST-002701,732,491095.89,11,0,N,0,5,13.6,2025-08-31
CUST-001287,617,290053.78,10,1,N,7,13,67.3,2025-08-31
CUST-000347,587,107588.52,5,0,N,7,1,59.5,2025-08-31
CUST-003403,708,242425.1,9,3,N,5,17,44.0,2025-08-31
CUST-003760,802,251518.93,4,2,N,6,10,30.0,2025-08-31
CUST-000142,708,492352.93,10,0,N,8,11,29.9,2025-08-31
CUST-002724,641,421537.54,7,0,N,8,18,25.3,2025-08-31
CUST-001905,766,325734.71,11,0,N,4,17,30.3,2025-08-31
CUST-002565,767,207193.72,6,1,N,5,7,78.9,2025-08-31
CUST-000996,593,162596.38,8,2,N,2,1,29.9,2025-08-31
CUST-003882,735,238898.36,12,0,N,8,15,33.6,2025-08-31
CUST-001852,525,155668.9,14,1,N,4,25,19.3,2025-08-31
CUST-000022,774,449794.29,13,1,N,4,18,56.6,2025-08-31
CUST-002680,807,253268.98,12,0,N,3,14,13.6,2025-08-31
CUST-003475,657,236153.87,11,0,N,3,24,54.1,2025-08-31
CUST-002079,751,185608.56,12,0,N,6,18,47.2,2025-08-31
CUST-003879,693,458211.41,10,3,N,7,24,87.4,2025-08-31
CUST-001591,778,69626.57,4,0,N,3,16,49.7,2025-08-31
CUST-001581,620,306419.18,7,0,N,2,25,79.3,2025-08-31
CUST-000706,687,327429.46,10,0,N,3,7,47.5,2025-08-31
CUST-002522,793,422238.6,4,0,N,8,17,21.5,2025-08-31
CUST-003602,757,229381.02,10,0,N,7,20,94.9,2025-08-31
CUST-001528,671,407559.16,1,1,N,5,20,78.2,2025-08-31
CUST-002759,734,18523.81,3,0,N,6,3,67.5,2025-08-31
CUST-003954,807,406366.23,11,0,N,5,10,89.1,2025-08-31
CUST-004196,610,277075.84,6,0,N,7,5,67.6,2025-08-31
CUST-003758,556,473511.69,3,0,N,6,15,61.6,2025-08-31
CUST-000041,633,351461.03,3,1,N,6,2,86.8,2025-08-31
CUST-001094,694,71148.08,5,0,N,3,8,43.2,2025-08-31
CUST-001474,715,301649.44,14,0,N,4,8,43.3,2025-08-31
CUST-004113,687,214962.57,13,0,N,4,25,87.2,2025-08-31
CUST-002113,562,450685.49,11,0,N,2,8,14.6,2025-08-31
CUST-001185,814,214999.41,9,0,N,8,8,62.1,2025-08-31
CUST-000829,738,274815.8,4,2,N,4,18,54.3,2025-08-31
CUST-002138,656,332263.44,12,2,N,0,12,52.1,2025-08-31
CUST-002838,707,374348.23,2,0,N,6,20,49.5,2025-08-31
CUST-001923,669,109282.3,5,2,N,5,4,9.3,2025-08-31
CUST-003426,605,475955.23,15,1,N,2,18,46.2,2025-08-31
CUST-001136,650,350244.7,11,0,N,3,12,14.1,2025-08-31
CUST-004189,783,244454.54,2,1,N,7,21,68.1,2025-08-31
CUST-001982,791,288126.96,13,1,N,7,5,63.0,2025-08-31
CUST-002977,649,58771.36,14,0,N,7,13,87.3,2025-08-31
CUST-001163,639,432508.39,12,0,N,2,11,94.8,2025-08-31
CUST-000293,653,289739.5,14,0,N,3,22,10.2,2025-08-31
CUST-001054,744,437318.84,3,3,N,7,20,27.2,2025-08-31
CUST-001396,731,251858.71,12,0,N,7,2,19.0,2025-08-31
CUST-000531,730,287350.43,10,0,Y,5,22,11.0,2025-08-31
CUST-002979,676,183474.76,6,0,N,3,5,78.2,2025-08-31
CUST-001497,762,55110.6,4,0,N,8,10,62.9,2025-08-31
CUST-001702,490,362300.92,12,0,N,1,6,45.8,2025-08-31
CUST-001762,721,160344.57,5,0,N,8,16,72.5,2025-08-31
CUST-002218,655,171060.62,1,0,N,4,10,6.0,2025-08-31
CUST-001493,710,205680.56,13,0,N,1,21,13.3,2025-08-31
CUST-001408,742,170099.48,2,1,N,4,6,74.8,2025-08-31
CUST-002900,514,128809.68,13,0,N,6,20,29.0,2025-08-31
CUST-002097,719,342282.91,6,1,N,7,7,93.0,2025-08-31
CUST-000607,635,27656.93,7,1,N,3,10,82.0,2025-08-31
CUST-000180,791,329594.97,7,0,N,5,5,51.4,2025-08-31
CUST-002122,639,330836.55,2,0,N,8,11,39.3,2025-08-31
CUST-004131,671,324091.92,10,1,N,4,10,93.0,2025-08-31
CUST-001564,734,293175.29,14,2,N,6,23,45.6,2025-08-31
CUST-000176,722,133484.43,12,3,N,1,11,33.4,2025-08-31
CUST-002906,837,207922.3,14,3,N,0,22,77.3,2025-08-31
CUST-002936,791,253184.03,14,4,N,8,18,43.0,2025-08-31
CUST-000535,682,480195.25,14,0,N,8,6,24.9,2025-08-31
CUST-000076,800,22136.37,9,1,N,8,24,90.3,2025-08-31
CUST-001241,771,92199.82,5,0,N,3,23,12.4,2025-08-31
CUST-000281,724,227587.28,7,0,N,5,18,14.7,2025-08-31
CUST-003608,725,141324.17,11,0,N,1,19,56.2,2025-08-31
CUST-001608,717,380317.85,8,1,N,1,24,14.0,2025-08-31
CUST-003786,772,310249.62,7,2,N,5,2,12.0,2025-08-31
CUST-001949,757,119862.89,1,1,N,8,14,20.7,2025-08-31
CUST-004215,621,444413.4,9,0,N,1,8,74.9,2025-08-31
CUST-001035,669,193055.03,5,0,N,6,16,72.0,2025-08-31
CUST-004186,652,193233.89,1,2,N,7,12,35.2,2025-08-31
CUST-001367,654,16571.75,5,0,N,0,10,82.3,2025-08-31
CUST-001313,766,107071.18,12,0,N,5,16,21.7,2025-08-31
CUST-002296,671,452306.06,1,0,N,5,9,82.4,2025-08-31
CUST-002178,703,184411.63,13,0,N,0,20,47.2,2025-08-31
CUST-003456,703,391286.84,7,0,N,4,8,90.5,2025-08-31
CUST-001481,697,349701.91,1,1,N,5,13,74.5,2025-08-31
CUST-001865,734,346584.09,5,0,N,1,6,38.3,2025-08-31
CUST-002962,716,305360.4,7,0,N,2,23,46.8,2025-08-31
CUST-001575,746,235444.06,13,0,N,1,1,9.3,2025-08-31
CUST-003247,825,438414.45,6,1,N,2,19,44.5,2025-08-31
CUST-000979,670,326309.49,2,0,N,2,9,54.3,2025-08-31
CUST-003526,625,217841.99,9,0,N,0,16,90.8,2025-08-31
CUST-000783,678,238908.24,5,0,N,7,3,84.2,2025-08-31
CUST-002829,752,215582.34,12,0,N,6,21,19.6,2025-08-31
CUST-002554,715,8840.57,8,4,N,7,12,11.4,2025-08-31
CUST-003670,785,42103.4,6,0,N,5,9,16.8,2025-08-31
CUST-000810,808,442157.58,1,4,N,4,7,56.3,2025-08-31
CUST-003565,716,244353.67,12,0,N,0,2,94.3,2025-08-31
CUST-000731,665,254393.21,4,0,N,6,22,60.0,2025-08-31
CUST-000128,724,264240.68,6,2,N,3,4,53.4,2025-08-31
CUST-001278,588,476524.48,7,2,N,8,13,18.8,2025-08-31
CUST-003389,610,190346.51,14,4,N,2,20,5.3,2025-08-31
CUST-001302,661,216410.89,4,1,N,6,3,89.3,2025-08-31
CUST-003236,663,396170.56,4,0,N,2,21,82.4,2025-08-31
CUST-003039,694,40875.06,13,0,N,2,1,87.6,2025-08-31
CUST-001644,645,388638.62,14,0,N,4,6,89.7,2025-08-31
CUST-001175,799,203769.85,5,0,N,5,13,62.0,2025-08-31
CUST-000029,697,181449.3,7,0,N,1,7,81.0,2025-08-31
CUST-003169,766,357386.13,15,0,N,8,11,93.5,2025-08-31
CUST-003423,701,101878.34,9,0,N,1,16,43.3,2025-08-31
CUST-002978,750,415857.53,10,1,N,5,8,7.2,2025-08-31
CUST-001277,731,473548.58,1,0,N,8,18,8.3,2025-08-31
CUST-002044,622,5860.72,2,4,N,5,2,80.1,2025-08-31
CUST-001490,845,223945.39,9,2,N,1,2,40.1,2025-08-31
CUST-001615,728,91634.07,15,2,N,1,25,92.5,2025-08-31
CUST-000193,713,464944.01,14,1,N,2,8,74.8,2025-08-31
CUST-000088,745,341784.63,11,0,N,4,18,89.8,2025-08-31
CUST-002837,760,230835.86,15,0,Y,4,12,48.4,2025-08-31
CUST-003775,627,159841.96,9,0,N,2,11,72.6,2025-08-31
CUST-003170,610,14044.25,11,1,N,7,10,41.1,2025-08-31
CUST-001620,598,139770.85,8,3,N,1,7,15.0,2025-08-31
CUST-003378,822,497970.86,8,0,N,7,11,64.2,2025-08-31
CUST-003654,791,314745.38,13,0,N,0,12,14.6,2025-08-31
CUST-003159,738,301957.53,11,0,N,1,16,45.8,2025-08-31
CUST-000135,604,450356.53,8,0,N,6,14,11.1,2025-08-31
CUST-000869,719,466624.19,4,3,N,2,1,71.8,2025-08-31
CUST-003515,727,182804.44,1,1,N,7,11,64.0,2025-08-31
CUST-002673,765,476722.59,3,5,N,7,13,93.5,2025-08-31
CUST-001542,729,44846.8,12,0,N,6,17,26.0,2025-08-31
CUST-003453,697,428810.82,13,0,N,2,16,39.4,2025-08-31
CUST-003714,732,405431.77,7,0,N,1,25,24.4,2025-08-31
CUST-001926,686,214687.84,6,0,N,8,13,13.7,2025-08-31
CUST-001128,701,381317.89,10,0,N,2,15,28.2,2025-08-31
CUST-001881,777,493126.22,11,3,N,3,15,15.2,2025-08-31
CUST-003067,721,394318.16,6,2,N,0,12,5.7,2025-08-31
CUST-001677,793,141503.43,10,0,N,0,15,64.9,2025-08-31
CUST-002338,617,136279.74,10,0,N,3,12,58.0,2025-08-31
CUST-001563,829,295394.16,14,0,N,0,24,30.6,2025-08-31
CUST-000249,817,174394.84,10,2,N,8,24,11.8,2025-08-31
CUST-003092,650,31325.2,13,0,N,8,6,74.4,2025-08-31
CUST-002228,787,185533.25,5,2,N,2,14,43.1,2025-08-31
CUST-003738,706,218733.4,7,5,N,1,14,60.9,2025-08-31
CUST-004052,599,110716.97,1,1,N,3,23,47.4,2025-08-31
CUST-000851,662,287920.22,10,3,N,2,1,68.4,2025-08-31
CUST-003218,724,396766.88,5,0,N,4,4,17.5,2025-08-31
CUST-000592,534,137702.56,4,0,N,4,25,6.7,2025-08-31
CUST-000712,617,330025.64,8,0,N,2,3,76.8,2025-08-31
CUST-003697,706,280408.78,9,0,N,6,7,17.6,2025-08-31
CUST-000400,736,396898.22,7,0,N,2,1,28.9,2025-08-31
CUST-002041,582,399158.47,9,1,N,2,20,16.6,2025-08-31
CUST-000952,805,111427.75,2,0,N,7,19,64.5,2025-08-31
CUST-003881,699,497922.82,7,1,N,5,23,79.8,2025-08-31
CUST-003201,730,310178.87,4,0,N,4,17,81.2,2025-08-31
CUST-001841,734,130647.85,8,4,N,8,22,21.2,2025-08-31
CUST-000696,750,472357.17,2,0,N,7,7,13.8,2025-08-31
CUST-002656,747,220070.66,4,1,N,2,12,78.3,2025-08-31
CUST-001557,704,458055.25,14,0,Y,7,6,66.1,2025-08-31
CUST-004072,755,371275.66,13,0,N,7,11,45.1,2025-08-31
CUST-002088,659,317425.58,7,0,N,2,3,48.9,2025-08-31
CUST-001145,681,198546.23,14,2,N,3,21,28.3,2025-08-31
CUST-000491,803,68234.74,9,1,N,7,1,45.5,2025-08-31
CUST-002595,740,120663.2,9,1,N,5,14,15.4,2025-08-31
CUST-001806,494,489560.33,3,0,N,5,11,64.4,2025-08-31
CUST-000634,673,354539.07,13,1,N,2,3,44.3,2025-08-31
CUST-004237,733,222825.44,4,0,N,7,25,77.1,2025-08-31
CUST-001376,667,471232.09,8,0,N,7,6,73.2,2025-08-31
CUST-001531,698,379179.63,12,0,N,3,23,18.3,2025-08-31
CUST-003009,779,207684.46,7,3,N,4,3,81.3,2025-08-31
CUST-003309,621,86904.14,11,0,N,5,14,23.5,2025-08-31
CUST-002445,642,207984.19,13,3,N,1,12,53.7,2025-08-31
CUST-002003,838,406647.3,5,5,N,7,16,56.3,2025-08-31
CUST-002421,755,443126.41,14,2,N,2,2,29.0,2025-08-31
CUST-004152,675,157859.25,10,0,N,7,3,14.8,2025-08-31
